independent,dependent,test,statistic,pvalue,notes
Perceived Control of Internet Use ,Real Self Concept Total Category ,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Perceived Control of Internet Use ,Ideal Self Concept Total Category,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Perceived Control of Internet Use ,Social Self Concept Total Category ,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Perceived Control of Internet Use ,Unnamed: 80,,0.26356966345671984,,scipy not available; using pandas corr
Perceived Control of Internet Use ,Unnamed: 81,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Emotional Support,,0.07072465846040663,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Informational Support,,0.0992692254796721,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Instrumental Support,,0.05225171665575018,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Perceived Social Support TOTAL SCORE,,0.08666821232742429,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Emotional Support - T Score,,0.06957161053991827,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Informational Support - T Score,,0.09926458691715559,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Instrumental Support - T Score,,0.05397551382344123,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Perceived Social Support TOTAL T SCORE,,0.08694158263603963,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Emotional Support - Rank,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Informational Support - Rank,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Instrumental Support - Rank,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,TOTAL SCORE - Rank,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Real Self Concept Total,,0.17046176115006864,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Ideal Self Concept Total,,0.10838913637100209,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Social Self Concept Total,,0.11735661203385683,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Real Self Concept Total.1,,0.08778454355642279,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Ideal Self Concept Total.1,,0.1651816235912153,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Social Self Concept Total.1,,0.05611131498375499,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Real Self Concept Total.2,,0.08982748999539157,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Ideal Self Concept Total.2,,0.1566782613723297,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Social Self Concept Total.2,,0.02399056656561682,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Real Self Concept Total.3,,0.015370788977944753,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Ideal Self Concept Total.3,,0.14595852396229292,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Social Self Concept Total.3,,0.020090774152310826,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Real Self Concept Total.4,,0.11038918486129622,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Ideal Self Concept Total.4,,0.15048364644145468,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Social Self Concept Total.4,,0.05626628696361289,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Real Self Concept Total.5,,0.10451235007283215,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Ideal Self Concept Total.5,,0.15379457633474344,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Social Self Concept Total.5,,0.05903417761832119,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Real Self Concept Total Category ,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Ideal Self Concept Total Category,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Social Self Concept Total Category ,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_midpoint_INR,Unnamed: 80,,0.1471634606024943,,scipy not available; using pandas corr
Monthly household income_midpoint_INR,Unnamed: 81,,,,ANOVA/Kruskal failed: 'NoneType' object has no attribute 'kruskal'
Monthly household income_cat,Emotional Support,,,,scipy not available
Monthly household income_cat,Informational Support,,,,scipy not available
Monthly household income_cat,Instrumental Support,,,,scipy not available
Monthly household income_cat,Perceived Social Support TOTAL SCORE,,,,scipy not available
Monthly household income_cat,Emotional Support - T Score,,,,scipy not available
Monthly household income_cat,Informational Support - T Score,,,,scipy not available
Monthly household income_cat,Instrumental Support - T Score,,,,scipy not available
Monthly household income_cat,Perceived Social Support TOTAL T SCORE,,,,scipy not available
Monthly household income_cat,Emotional Support - Rank,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,Informational Support - Rank,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,Instrumental Support - Rank,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,TOTAL SCORE - Rank,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,Real Self Concept Total,,,,scipy not available
Monthly household income_cat,Ideal Self Concept Total,,,,scipy not available
Monthly household income_cat,Social Self Concept Total,,,,scipy not available
Monthly household income_cat,Real Self Concept Total.1,,,,scipy not available
Monthly household income_cat,Ideal Self Concept Total.1,,,,scipy not available
Monthly household income_cat,Social Self Concept Total.1,,,,scipy not available
Monthly household income_cat,Real Self Concept Total.2,,,,scipy not available
Monthly household income_cat,Ideal Self Concept Total.2,,,,scipy not available
Monthly household income_cat,Social Self Concept Total.2,,,,scipy not available
Monthly household income_cat,Real Self Concept Total.3,,,,scipy not available
Monthly household income_cat,Ideal Self Concept Total.3,,,,scipy not available
Monthly household income_cat,Social Self Concept Total.3,,,,scipy not available
Monthly household income_cat,Real Self Concept Total.4,,,,scipy not available
Monthly household income_cat,Ideal Self Concept Total.4,,,,scipy not available
Monthly household income_cat,Social Self Concept Total.4,,,,scipy not available
Monthly household income_cat,Real Self Concept Total.5,,,,scipy not available
Monthly household income_cat,Ideal Self Concept Total.5,,,,scipy not available
Monthly household income_cat,Social Self Concept Total.5,,,,scipy not available
Monthly household income_cat,Real Self Concept Total Category ,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,Ideal Self Concept Total Category,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,Social Self Concept Total Category ,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
Monthly household income_cat,Unnamed: 80,,,,scipy not available
Monthly household income_cat,Unnamed: 81,,,,chi2 test failed: 'NoneType' object has no attribute 'chi2_contingency'
